   Epoch(us)          MPI      Compute       Memory        Sleep        Total
      0.6050       250000       250000            0            0       500000
      0.6100       250000       250000            0            0       500000
      0.6150       250000       250000            0            0       500000
      0.6200       250000       250000            0            0       500000
      0.6250       250000       250000            0            0       500000
      0.6300       250000       250000            0            0       500000
      0.6350       250000       250000            0            0       500000
      0.6400       250000       250000            0            0       500000
      0.6450       250000       250000            0            0       500000
      0.6500       250000       250000            0            0       500000
      0.6550       250000       250000            0            0       500000
      0.6600       250000       250000            0            0       500000
      0.6650       250000       250000            0            0       500000
      0.6700       250000       250000            0            0       500000
      0.6750       250000       250000            0            0       500000
      0.6800       250000       250000            0            0       500000
      0.6850       250000       250000            0            0       500000
      0.6900       250000       250000            0            0       500000
      0.6950       250000       250000            0            0       500000
      0.7000       250000       250000            0            0       500000
      0.7050       250000       250000            0            0       500000
      0.7100       250000       250000            0            0       500000
      0.7150       250000       250000            0            0       500000
      0.7200       250000       250000            0            0       500000
      0.7250       250000       250000            0            0       500000
      0.7300       250000       250000            0            0       500000
      0.7350       250000       250000            0            0       500000
      0.7400       250000       250000            0            0       500000
      0.7450       250000       250000            0            0       500000
      0.7500       250000       250000            0            0       500000
      0.7550       250000       250000            0            0       500000
      0.7600       250000       250000            0            0       500000
      0.7650       250000       250000            0            0       500000
      0.7700       250000       250000            0            0       500000
      0.7750       250000       250000            0            0       500000
      0.7800       250000       250000            0            0       500000
      0.7850       250000       250000            0            0       500000
      0.7900       250000       250000            0            0       500000
      0.7950       250000       250000            0            0       500000
      0.8000       250000       250000            0            0       500000
      0.8050       250000       250000            0            0       500000
      0.8100       250000       250000            0            0       500000
      0.8150       250000       250000            0            0       500000
      0.8200       250000       250000            0            0       500000
      0.8250       250000       250000            0            0       500000
      0.8300       250000       250000            0            0       500000
      0.8350       250000       250000            0            0       500000
      0.8400       250000       250000            0            0       500000
      0.8450       250000       250000            0            0       500000
      0.8500       250000       250000            0            0       500000
      0.8550       250000       250000            0            0       500000
      0.8600       250000       250000            0            0       500000
      0.8650       250000       250000            0            0       500000
      0.8700       250000       250000            0            0       500000
      0.8750       250000       250000            0            0       500000
      0.8800       250000       250000            0            0       500000
      0.8850       250000       250000            0            0       500000
      0.8900       250000       250000            0            0       500000
      0.8950       250000       250000            0            0       500000
      0.9000       250000       250000            0            0       500000
      0.9050       250000       250000            0            0       500000
      0.9100       250000       250000            0            0       500000
      0.9150       250000       250000            0            0       500000
      0.9200       250000       250000            0            0       500000
      0.9250       250000       250000            0            0       500000
      0.9300       250000       250000            0            0       500000
      0.9350       250000       250000            0            0       500000
      0.9400       250000       250000            0            0       500000
      0.9450       250000       250000            0            0       500000
      0.9500       250000       250000            0            0       500000
      0.9550       250000       250000            0            0       500000
      0.9600       250000       250000            0            0       500000
      0.9650       250000       250000            0            0       500000
      0.9700       250000       250000            0            0       500000
      0.9750       250000       250000            0            0       500000
      0.9800       250000       250000            0            0       500000
      0.9850       250000       250000            0            0       500000
      0.9900       250000       250000            0            0       500000
      0.9950       250000       250000            0            0       500000
      1.0000       250000       250000            0            0       500000
      1.0050       250000       250000            0            0       500000
      1.0100       250000       250000            0            0       500000
      1.0150       250000       250000            0            0       500000
      1.0200       250000       250000            0            0       500000
      1.0250       250000       250000            0            0       500000
      1.0300       250000       250000            0            0       500000
      1.0350       250000       250000            0            0       500000
      1.0400       250000       250000            0            0       500000
      1.0450       250000       250000            0            0       500000
      1.0500       250000       250000            0            0       500000
      1.0550       250000       250000            0            0       500000
      1.0600       250000       250000            0            0       500000
      1.0650       250000       250000            0            0       500000
      1.0700       250000       250000            0            0       500000
      1.0750       250000       250000            0            0       500000
      1.0800       250000       250000            0            0       500000
      1.0850       250000       250000            0            0       500000
      1.0900       250000       250000            0            0       500000
      1.0950       250000       250000            0            0       500000
      1.1000       250000       250000            0            0       500000
      1.1050       250000       250000            0            0       500000
      1.1100       250000       250000            0            0       500000
      1.1150       250000       250000            0            0       500000
      1.1200       250000       250000            0            0       500000
      1.1250       250000       250000            0            0       500000
      1.1300       250000       250000            0            0       500000
      1.1350       250000       250000            0            0       500000
      1.1400       250000       250000            0            0       500000
      1.1450       250000       250000            0            0       500000
      1.1500       250000       250000            0            0       500000
      1.1550       250000       250000            0            0       500000
      1.1600       250000       250000            0            0       500000
      1.1650       250000       250000            0            0       500000
      1.1700       250000       250000            0            0       500000
      1.1750       250000       250000            0            0       500000
      1.1800       250000       250000            0            0       500000
      1.1850       250000       250000            0            0       500000
      1.1900       250000       250000            0            0       500000
      1.1950       250000       250000            0            0       500000
      1.2000       250000       250000            0            0       500000
      1.2050       250000       250000            0            0       500000
      1.2100       250000       250000            0            0       500000
      1.2150       250000       250000            0            0       500000
      1.2200       250000       250000            0            0       500000
      1.2250       250000       250000            0            0       500000
      1.2300       250000       250000            0            0       500000
      1.2350       250000       250000            0            0       500000
      1.2400       250000       250000            0            0       500000
      1.2450       250000       250000            0            0       500000
      1.2500       250000       250000            0            0       500000
      1.2550       250000       250000            0            0       500000
      1.2600       250000       250000            0            0       500000
      1.2650       250000       250000            0            0       500000
      1.2700       250000       250000            0            0       500000
      1.2750       250000       250000            0            0       500000
      1.2800       250000       250000            0            0       500000
      1.2850       250000       250000            0            0       500000
      1.2900       250000       250000            0            0       500000
      1.2950       250000       250000            0            0       500000
      1.3000       250000       250000            0            0       500000
      1.3050       250000       250000            0            0       500000
      1.3100       250000       250000            0            0       500000
      1.3150       250000       250000            0            0       500000
      1.3200       250000       250000            0            0       500000
      1.3250       250000       250000            0            0       500000
      1.3300       250000       250000            0            0       500000
      1.3350       250000       250000            0            0       500000
      1.3400       250000       250000            0            0       500000
      1.3450       250000       250000            0            0       500000
      1.3500       250000       250000            0            0       500000
      1.3550       250000       250000            0            0       500000
      1.3600       250000       250000            0            0       500000
      1.3650       250000       250000            0            0       500000
      1.3700       250000       250000            0            0       500000
      1.3750       250000       250000            0            0       500000
      1.3800       250000       250000            0            0       500000
      1.3850       250000       250000            0            0       500000
      1.3900       250000       250000            0            0       500000
      1.3950       250000       250000            0            0       500000
      1.4000       250000       250000            0            0       500000
      1.4050       250000       250000            0            0       500000
      1.4100       250000       250000            0            0       500000
      1.4150       250000       250000            0            0       500000
      1.4200       250000       250000            0            0       500000
      1.4250       250000       250000            0            0       500000
      1.4300       250000       250000            0            0       500000
      1.4350       250000       250000            0            0       500000
      1.4400       250000       250000            0            0       500000
      1.4450       250000       250000            0            0       500000
      1.4500       250000       250000            0            0       500000
      1.4550       250000       250000            0            0       500000
      1.4600       250000       250000            0            0       500000
      1.4650       250000       250000            0            0       500000
      1.4700       250000       250000            0            0       500000
      1.4750       250000       250000            0            0       500000
      1.4800       250000       250000            0            0       500000
      1.4850       250000       250000            0            0       500000
      1.4900       250000       250000            0            0       500000
      1.4950       250000       250000            0            0       500000
      1.5000       250000       250000            0            0       500000
      1.5050       250000       250000            0            0       500000
      1.5100       250000       250000            0            0       500000
      1.5150       250000       250000            0            0       500000
      1.5200       250000       250000            0            0       500000
      1.5250       250000       250000            0            0       500000
      1.5300       250000       250000            0            0       500000
      1.5350       250000       250000            0            0       500000
      1.5400       250000       250000            0            0       500000
      1.5450       250000       250000            0            0       500000
      1.5500       250000       250000            0            0       500000
      1.5550       250000       250000            0            0       500000
      1.5600       250000       250000            0            0       500000
      1.5650       250000       250000            0            0       500000
      1.5700       250000       250000            0            0       500000
      1.5750       250000       250000            0            0       500000
      1.5800       250000       250000            0            0       500000
      1.5850       250000       250000            0            0       500000
      1.5900       250000       250000            0            0       500000
      1.5950       250000       250000            0            0       500000
      1.6000       250000       250000            0            0       500000
      1.6050       250000       250000            0            0       500000
      1.6100       250000       250000            0            0       500000
      1.6150       250000       250000            0            0       500000
      1.6200       250000       250000            0            0       500000
      1.6250       250000       250000            0            0       500000
      1.6300       250000       250000            0            0       500000
      1.6350       250000       250000            0            0       500000
      1.6400       250000       250000            0            0       500000
      1.6450       250000       250000            0            0       500000
      1.6500       250000       250000            0            0       500000
      1.6550       250000       250000            0            0       500000
      1.6600       250000       250000            0            0       500000
      1.6650       250000       250000            0            0       500000
      1.6700       250000       250000            0            0       500000
      1.6750       250000       250000            0            0       500000
      1.6800       250000       250000            0            0       500000
      1.6850       250000       250000            0            0       500000
      1.6900       250000       250000            0            0       500000
      1.6950       250000       250000            0            0       500000
      1.7000       250000       250000            0            0       500000
      1.7050       250000       250000            0            0       500000
      1.7100       250000       250000            0            0       500000
      1.7150       250000       250000            0            0       500000
      1.7200       250000       250000            0            0       500000
      1.7250       250000       250000            0            0       500000
      1.7300       250000       250000            0            0       500000
      1.7350       250000       250000            0            0       500000
      1.7400       250000       250000            0            0       500000
      1.7450       250000       250000            0            0       500000
      1.7500       250000       250000            0            0       500000
      1.7550       250000       250000            0            0       500000
      1.7600       250000       250000            0            0       500000
      1.7650       250000       250000            0            0       500000
      1.7700       250000       250000            0            0       500000
      1.7750       250000       250000            0            0       500000
      1.7800       250000       250000            0            0       500000
      1.7850       250000       250000            0            0       500000
      1.7900       250000       250000            0            0       500000
      1.7950       250000       250000            0            0       500000
      1.8000       250000       250000            0            0       500000
      1.8050       250000       250000            0            0       500000
      1.8100       250000       250000            0            0       500000
      1.8150       250000       250000            0            0       500000
      1.8200       250000       250000            0            0       500000
      1.8250       250000       250000            0            0       500000
      1.8300       250000       250000            0            0       500000
      1.8350       250000       250000            0            0       500000
      1.8400       250000       250000            0            0       500000
      1.8450       250000       250000            0            0       500000
      1.8500       250000       250000            0            0       500000
      1.8550       250000       250000            0            0       500000
      1.8600       250000       250000            0            0       500000
      1.8650       250000       250000            0            0       500000
      1.8700       250000       250000            0            0       500000
      1.8750       250000       250000            0            0       500000
      1.8800       250000       250000            0            0       500000
      1.8850       250000       250000            0            0       500000
      1.8900       250000       250000            0            0       500000
      1.8950       250000       250000            0            0       500000
      1.9000       250000       250000            0            0       500000
      1.9050       250000       250000            0            0       500000
      1.9100       250000       250000            0            0       500000
      1.9150       250000       250000            0            0       500000
      1.9200       250000       250000            0            0       500000
      1.9250       250000       250000            0            0       500000
      1.9300       250000       250000            0            0       500000
      1.9350       250000       250000            0            0       500000
      1.9400       250000       250000            0            0       500000
      1.9450       250000       250000            0            0       500000
      1.9500       250000       250000            0            0       500000
      1.9550       250000       250000            0            0       500000
      1.9600       250000       250000            0            0       500000
      1.9650       250000       250000            0            0       500000
      1.9700       250000       250000            0            0       500000
      1.9750       250000       250000            0            0       500000
      1.9800       250000       250000            0            0       500000
      1.9850       250000       250000            0            0       500000
      1.9900       250000       250000            0            0       500000
      1.9950       250000       250000            0            0       500000
      2.0000       250000       250000            0            0       500000
      2.0050       250000       250000            0            0       500000
      2.0100       250000       250000            0            0       500000
      2.0150       250000       250000            0            0       500000
      2.0200       250000       250000            0            0       500000
      2.0250       250000       250000            0            0       500000
      2.0300       250000       250000            0            0       500000
      2.0350       250000       250000            0            0       500000
      2.0400       250000       250000            0            0       500000
      2.0450       250000       250000            0            0       500000
      2.0500       250000       250000            0            0       500000
      2.0550       250000       250000            0            0       500000
      2.0600       250000       250000            0            0       500000
      2.0650       250000       250000            0            0       500000
      2.0700       250000       250000            0            0       500000
      2.0750       250000       250000            0            0       500000
      2.0800       250000       250000            0            0       500000
      2.0850       250000       250000            0            0       500000
      2.0900       250000       250000            0            0       500000
      2.0950       250000       250000            0            0       500000
      2.1000       250000       250000            0            0       500000
      2.1050       250000       250000            0            0       500000
      2.1100       250000       250000            0            0       500000
      2.1150       250000       250000            0            0       500000
      2.1200       250000       250000            0            0       500000
      2.1250       250000       250000            0            0       500000
      2.1300       250000       250000            0            0       500000
      2.1350       250000       250000            0            0       500000
      2.1400       250000       250000            0            0       500000
      2.1450       250000       250000            0            0       500000
      2.1500       250000       250000            0            0       500000
      2.1550       250000       250000            0            0       500000
      2.1600       250000       250000            0            0       500000
      2.1650       250000       250000            0            0       500000
      2.1700       250000       250000            0            0       500000
      2.1750       250000       250000            0            0       500000
      2.1800       250000       250000            0            0       500000
      2.1850       250000       250000            0            0       500000
      2.1900       250000       250000            0            0       500000
      2.1950       250000       250000            0            0       500000
      2.2000       250000       250000            0            0       500000
      2.2050       250000       250000            0            0       500000
      2.2100       250000       250000            0            0       500000
      2.2150       250000       250000            0            0       500000
      2.2200       250000       250000            0            0       500000
      2.2250       250000       250000            0            0       500000
      2.2300       250000       250000            0            0       500000
      2.2350       250000       250000            0            0       500000
      2.2400       250000       250000            0            0       500000
      2.2450       250000       250000            0            0       500000
      2.2500       240000       225361        34639            0       500000
      2.2550       233282       120710       146008            0       500000
      2.2600       246104       112440       141456            0       500000
      2.2650       321548       108440        70012            0       500000
      2.2700       349005        83928        67067            0       500000
      2.2750       406177        35938        57885            0       500000
      2.2800       437067        30000        32933            0       500000
      2.2850       500000            0            0            0       500000
      2.2900       480000        20000            0            0       500000
      2.2950       420065        17092        62843            0       500000
      2.3000       393957        58318        47725            0       500000
      2.3050       374223        24590       101187            0       500000
      2.3100       411755            0        88245            0       500000
      2.3150       500000            0            0            0       500000
      2.3200       490000        10000            0            0       500000
      2.3250       490000        10000            0            0       500000
      2.3300       500000            0            0            0       500000
      2.3350       500000            0            0            0       500000
      2.3400       495883         4117            0            0       500000
      2.3450       366835        35883        97282            0       500000
      2.3500       266467        69650       163883            0       500000
      2.3550       353767       107398        38835            0       500000
      2.3600       417048        82952            0            0       500000
      2.3650       500000            0            0            0       500000
      2.3700       500000            0            0            0       500000
      2.3750       483316        16684            0            0       500000
      2.3800       496684         3316            0            0       500000
      2.3850       500000            0            0            0       500000
      2.3900       500000            0            0            0       500000
      2.3950       478158        21842            0            0       500000
      2.4000       481842        18158            0            0       500000
      2.4050       500000            0            0            0       500000
      2.4100       500000            0            0            0       500000
      2.4150       500000            0            0            0       500000
      2.4200       500000            0            0            0       500000
      2.4250       500000            0            0            0       500000
      2.4300       500000            0            0            0       500000
      2.4350       500000            0            0            0       500000
      2.4400       500000            0            0            0       500000
      2.4450       500000            0            0            0       500000
      2.4500       500000            0            0            0       500000
      2.4550       500000            0            0            0       500000
      2.4600       500000            0            0            0       500000
      2.4650       500000            0            0            0       500000
      2.4700       500000            0            0            0       500000
      2.4750       500000            0            0            0       500000
      2.4800       500000            0            0            0       500000
      2.4850       500000            0            0            0       500000
      2.4900       500000            0            0            0       500000
      2.4950       500000            0            0            0       500000
      2.5000       490000        10000            0            0       500000
      2.5050       500000            0            0            0       500000
      2.5100       500000            0            0            0       500000
      2.5150       490000        10000            0            0       500000
      2.5200       455517        44483            0            0       500000
      2.5250       434483        65517            0            0       500000
      2.5300       500000            0            0            0       500000
      2.5350       500000            0            0            0       500000
      2.5400       500000            0            0            0       500000
      2.5450       500000            0            0            0       500000
      2.5500       500000            0            0            0       500000
      2.5550       500000            0            0            0       500000
      2.5600       500000            0            0            0       500000
      2.5650       500000            0            0            0       500000
      2.5700       500000            0            0            0       500000
      2.5750       500000            0            0            0       500000
      2.5800       500000            0            0            0       500000
      2.5850       500000            0            0            0       500000
      2.5900       500000            0            0            0       500000
      2.5950       490000        10000            0            0       500000
      2.6000       500000            0            0            0       500000
      2.6050       493609         6391            0            0       500000
      2.6100       496391         3609            0            0       500000
      2.6150       500000            0            0            0       500000
      2.6200       500000            0            0            0       500000
      2.6250       490000        10000            0            0       500000
      2.6300       490000        10000            0            0       500000
      2.6350       492761         7239            0            0       500000
      2.6400       497239         2761            0            0       500000
      2.6450       480000        20000            0            0       500000
      2.6500       480000        20000            0            0       500000
      2.6550       480000        20000            0            0       500000
      2.6600       500000            0            0            0       500000
      2.6650       471767        10000        18233            0       500000
      2.6700       420000        30000        50000            0       500000
      2.6750       430000        20000        50000            0       500000
      2.6800       404329         7643        88028            0       500000
      2.6850       397643         2357       100000            0       500000
      2.6900       400000            0       100000            0       500000
      2.6950       400000            0       100000            0       500000
      2.7000       400000            0       100000            0       500000
      2.7050       386243            0       113757            0       500000
      2.7100       361778        20000       118222            0       500000
      2.7150       363030            0       136970            0       500000
      2.7200       321463        10000       168537            0       500000
      2.7250       300000            0       200000            0       500000
      2.7300       260062        10000       229938            0       500000
      2.7350       253697        10000       236303            0       500000
      2.7400       300000         1928       198072            0       500000
      2.7450       300000         8072       191928            0       500000
      2.7500       300000        10000       190000            0       500000
      2.7550       300000            0       200000            0       500000
      2.7600       316188        10000       173812            0       500000
      2.7650       340000        10000       150000            0       500000
      2.7700       350000            0       150000            0       500000
      2.7750       378178        10000       111822            0       500000
      2.7800       409746        10000        80254            0       500000
      2.7850       450000            0        50000            0       500000
      2.7900       427710            0        72290            0       500000
      2.7950       400000            0       100000            0       500000
      2.8000       400000            0       100000            0       500000
      2.8050       368799        10000       121201            0       500000
      2.8100       397290            0       102710            0       500000
      2.8150       400000            0       100000            0       500000
      2.8200       400000            0       100000            0       500000
      2.8250       400000            0       100000            0       500000
      2.8300       400000            0       100000            0       500000
      2.8350       400000        10000        90000            0       500000
      2.8400       400000            0       100000            0       500000
      2.8450       400000            0       100000            0       500000
      2.8500       400000            0       100000            0       500000
      2.8550       400000            0       100000            0       500000
      2.8600       400000            0       100000            0       500000
      2.8650       400000        10000        90000            0       500000
      2.8700       372107        10000       117893            0       500000
      2.8750       350000            0       150000            0       500000
      2.8800       350000            0       150000            0       500000
      2.8850       350000            0       150000            0       500000
      2.8900       350000            0       150000            0       500000
      2.8950       350000         3678       146322            0       500000
      2.9000       397821        16322        85857            0       500000
      2.9050       450000            0        50000            0       500000
      2.9100       450000            0        50000            0       500000
      2.9150       450000            0        50000            0       500000
      2.9200       450000            0        50000            0       500000
      2.9250       450000            0        50000            0       500000
      2.9300       450000            0        50000            0       500000
      2.9350       450000            0        50000            0       500000
      2.9400       450000            0        50000            0       500000
      2.9450       450000            0        50000            0       500000
      2.9500       450000            0        50000            0       500000
      2.9550       450000            0        50000            0       500000
      2.9600       450000            0        50000            0       500000
      2.9650       450000            0        50000            0       500000
      2.9700       450000            0        50000            0       500000
      2.9750       450000            0        50000            0       500000
      2.9800       450000            0        50000            0       500000
      2.9850       450000            0        50000            0       500000
      2.9900       450000            0        50000            0       500000
      2.9950       450000            0        50000            0       500000
      3.0000       450000            0        50000            0       500000
      3.0050       450000            0        50000            0       500000
      3.0100       450000            0        50000            0       500000
      3.0150       450000            0        50000            0       500000
      3.0200       450000            0        50000            0       500000
      3.0250       450000            0        50000            0       500000
      3.0300       450000            0        50000            0       500000
      3.0350       450000            0        50000            0       500000
      3.0400       450000            0        50000            0       500000
      3.0450       450000            0        50000            0       500000
      3.0500       450000            0        50000            0       500000
      3.0550       450000            0        50000            0       500000
      3.0600       450000            0        50000            0       500000
      3.0650       450000            0        50000            0       500000
      3.0700       450000            0        50000            0       500000
      3.0750       450000            0        50000            0       500000
      3.0800       450000            0        50000            0       500000
      3.0850       450000            0        50000            0       500000
      3.0900       450000            0        50000            0       500000
      3.0950       450000            0        50000            0       500000
      3.1000       450000            0        50000            0       500000
      3.1050       450000            0        50000            0       500000
      3.1100       450000            0        50000            0       500000
      3.1150       450000            0        50000            0       500000
      3.1200       450000            0        50000            0       500000
      3.1250       450000            0        50000            0       500000
      3.1300       450000            0        50000            0       500000
      3.1350       450000            0        50000            0       500000
      3.1400       450000            0        50000            0       500000
      3.1450       450000            0        50000            0       500000
      3.1500       450000            0        50000            0       500000
      3.1550       450000            0        50000            0       500000
      3.1600       450000            0        50000            0       500000
      3.1650       450000        15920        34080            0       500000
      3.1700       475920        24080            0            0       500000
      3.1750       500000            0            0            0       500000
      3.1800       500000            0            0            0       500000
      3.1850       500000            0            0            0       500000
      3.1900       500000            0            0            0       500000
      3.1950       500000            0            0            0       500000
      3.2000       500000            0            0            0       500000
      3.2050       500000            0            0            0       500000
      3.2100       500000            0            0            0       500000
      3.2150       500000            0            0            0       500000
      3.2200       492571         7429            0            0       500000
      3.2250       457429        42571            0            0       500000
      3.2300       428942        13525        57533            0       500000
      3.2350       427545         6475        65980            0       500000
      3.2400       473513            0        26487            0       500000
      3.2450       489896        10000          104            0       500000
      3.2500       445023         5081        49896            0       500000
      3.2550       470012         4919        25069            0       500000
      3.2600       475069            0        24931            0       500000
      3.2650       498091         1909            0            0       500000
      3.2700       449564        48091         2345            0       500000
      3.2750       383753        22345        93902            0       500000
      3.2800       334624        27655       137721            0       500000
      3.2850       396152         3466       100382            0       500000
      3.2900       454362        26534        19104            0       500000
      3.2950       401569        33454        64977            0       500000
      3.3000       361664       106767        31569            0       500000
      3.3050       389350       110650            0            0       500000
      3.3100       385830       114170            0            0       500000
      3.3150       338197        98258        63545            0       500000
      3.3200       289399        36701       173900            0       500000
      3.3250       395315            0       104685            0       500000
      3.3300       426307            0        73693            0       500000
      3.3350       455823        10000        34177            0       500000
      3.3400       489225        10775            0            0       500000
      3.3450       444273        55727            0            0       500000
      3.3500       447767        52233            0            0       500000
      3.3550       436869        39432        23699            0       500000
      3.3600       428167        31833        40000            0       500000
      3.3650       431349        18651        50000            0       500000
      3.3700       438651        11349        50000            0       500000
      3.3750       440000        10000        50000            0       500000
      3.3800       450000            0        50000            0       500000
      3.3850       450000        13699        36301            0       500000
      3.3900       433699        66301            0            0       500000
      3.3950       412085        87915            0            0       500000
      3.4000       371138        98495        30367            0       500000
      3.4050       357006        77747        65247            0       500000
      3.4100       344452       101162        54386            0       500000
      3.4150       358523        14681       126796            0       500000
      3.4200       327632        56158       116210            0       500000
      3.4250       320238       122085        57677            0       500000
      3.4300       335369        72440        92191            0       500000
      3.4350       343840        44456       111704            0       500000
      3.4400       348727        14861       136412            0       500000
      3.4450       451828        20000        28172            0       500000
      3.4500       359345        26639       114016            0       500000
      3.4550       264968        47468       187564            0       500000
      3.4600       277042        70537       152421            0       500000
      3.4650       272193        95356       132451            0       500000
      3.4700       287024        64023       148953            0       500000
      3.4750       336059         8508       145433        10000       500000
      3.4800       492531         7469            0            0       500000
      3.4850       500000            0            0            0       500000
      3.4900       421823        35643        42534            0       500000
      3.4950       304696        66540       128764            0       500000
      3.5000       307924        28508       163568            0       500000
      3.5050       331297        39309       129394            0       500000
      3.5100       319829        20000       160171            0       500000
      3.5150       375219        10000       114781            0       500000
      3.5200       439212            0        60788            0       500000
      3.5250       431108        20000        48892            0       500000
      3.5300       383156        38820        78024            0       500000
      3.5350       245596        81180       173224            0       500000
      3.5400       340140       110000        49860            0       500000
      3.5450       500000            0            0            0       500000
      3.5500       500000            0            0            0       500000
      3.5550       500000            0            0            0       500000
      3.5600       500000            0            0            0       500000
      3.5650       500000            0            0            0       500000
      3.5700       480000        20000            0            0       500000
      3.5750       440000        60000            0            0       500000
      3.5800       480000        20000            0            0       500000
      3.5850       500000            0            0            0       500000
      3.5900       500000            0            0            0       500000
      3.5950       500000            0            0            0       500000
      3.6000       500000            0            0            0       500000
      3.6050       480000        20000            0            0       500000
      3.6100       460000        40000            0            0       500000
      3.6150       460000        40000            0            0       500000
      3.6200       500000            0            0            0       500000
      3.6250       500000            0            0            0       500000
      3.6300       500000            0            0            0       500000
      3.6350       500000            0            0            0       500000
      3.6400       480000        20000            0            0       500000
      3.6450       475936        24064            0            0       500000
      3.6500       454064        45936            0            0       500000
      3.6550       490000        10000            0            0       500000
